tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.2191	-	-	CUFF.2191	-	-	ENSCAFT00000024856	1313-1554	ENSCAFT00000024856:1313-1554	-	26.7601	3.61867	13.1177	OK	3.434004578
CUFF.7488	-	-	CUFF.7488	-	-	ENSCAFT00000004095	245-486	ENSCAFT00000004095:245-486	-	26.7601	3.61867	13.1177	OK	3.434004578
CUFF.8700	-	-	CUFF.8700	-	-	ENSCAFT00000005013	345-586	ENSCAFT00000005013:345-586	-	26.7601	3.61867	13.1177	OK	3.434004578
CUFF.16555	-	-	CUFF.16555	-	-	ENSCAFT00000048578	152-522	ENSCAFT00000048578:152-522	-	26.7646	9.13346	19.7401	OK	3.434582043
CUFF.2020	-	-	CUFF.2020	-	-	ENSCAFT00000000969	19-1778	ENSCAFT00000000969:19-1778	-	26.7689	21.6909	27.5784	OK	3.435133842
CUFF.12015	-	-	CUFF.12015	-	-	ENSCAFT00000008588	Jan-82	ENSCAFT00000008588:1-3482	-	26.7738	23.7691	28.9677	OK	3.435762638
CUFF.10743	-	-	CUFF.10743	-	-	ENSCAFT00000022459	11-597	ENSCAFT00000022459:11-597	-	26.7802	14.6962	24.1836	OK	3.436583921
CUFF.19141	-	-	CUFF.19141	-	-	ENSCAFT00000018028	113-1122	ENSCAFT00000018028:113-1122	-	26.7917	18.907	27.5502	OK	3.438059665
CUFF.16241	-	-	CUFF.16241	-	-	ENSCAFT00000023026	0-655	ENSCAFT00000023026:0-655	-	26.7921	15.6445	25.2975	OK	3.438110995
CUFF.20610	-	-	CUFF.20610	-	-	ENSCAFT00000026406	2-738	ENSCAFT00000026406:2-738	-	26.811	16.7369	26.6606	OK	3.440536348
CUFF.3736	-	-	CUFF.3736	-	-	ENSCAFT00000035760	693-915	ENSCAFT00000035760:693-915	-	26.8407	2.45523	11.7851	OK	3.444347617
CUFF.3894	-	-	CUFF.3894	-	-	ENSCAFT00000029414	100-322	ENSCAFT00000029414:100-322	-	26.8407	2.45523	11.7851	OK	3.444347617
CUFF.4447	-	-	CUFF.4447	-	-	ENSCAFT00000002525	1801-2023	ENSCAFT00000002525:1801-2023	-	26.8407	2.45523	11.7851	OK	3.444347617
CUFF.13438	-	-	CUFF.13438	-	-	ENSCAFT00000009779	612-834	ENSCAFT00000009779:612-834	-	26.8407	2.45523	11.7851	OK	3.444347617
CUFF.11901	-	-	CUFF.11901	-	-	ENSCAFT00000049675	209-501	ENSCAFT00000049675:209-501	-	26.8499	5.59995	15.6799	OK	3.445528212
CUFF.18740	-	-	CUFF.18740	-	-	ENSCAFT00000027930	3-929	ENSCAFT00000027930:3-929	-	26.8518	18.3649	27.3119	OK	3.445772031
CUFF.14900	-	-	CUFF.14900	-	-	ENSCAFT00000048835	338-858	ENSCAFT00000048835:338-858	-	26.8537	13.4169	24.1085	OK	3.446015849
CUFF.17452	-	-	CUFF.17452	-	-	ENSCAFT00000008433	113-2524	ENSCAFT00000008433:113-2524	-	26.8625	22.8786	28.44	OK	3.447145114
CUFF.12664	-	-	CUFF.12664	-	-	ENSCAFT00000001665	24-1948	ENSCAFT00000001665:24-1948	-	26.8628	22.0971	28.1596	OK	3.447183612
CUFF.10195	-	-	CUFF.10195	-	-	ENSCAFT00000013148	0-459	ENSCAFT00000013148:0-459	-	26.8651	11.875	22.325	OK	3.44747876
CUFF.11937	-	-	CUFF.11937	-	-	ENSCAFT00000002889	3609-3861	ENSCAFT00000002889:3609-3861	-	26.872	3.8933	12.9777	OK	3.448364207
CUFF.18777	-	-	CUFF.18777	-	-	ENSCAFT00000022946	765-1017	ENSCAFT00000022946:765-1017	-	26.872	3.8933	12.9777	OK	3.448364207
CUFF.14223	-	-	CUFF.14223	-	-	ENSCAFT00000023907	0-1059	ENSCAFT00000023907:0-1059	-	26.8823	19.2496	27.3818	OK	3.44968596
CUFF.8607	-	-	CUFF.8607	-	-	ENSCAFT00000032415	14-1839	ENSCAFT00000032415:14-1839	-	26.8894	21.9817	27.8355	OK	3.450597071
CUFF.1726	-	-	CUFF.1726	-	-	ENSCAFT00000017631	Mar-32	ENSCAFT00000017631:3-2132	-	26.8902	22.4784	28.5204	OK	3.450699732
CUFF.17880	-	-	CUFF.17880	-	-	ENSCAFT00000003074	0-1524	ENSCAFT00000003074:0-1524	-	26.9097	21.173	27.5392	OK	3.45320208
CUFF.18424	-	-	CUFF.18424	-	-	ENSCAFT00000021943	24-1017	ENSCAFT00000021943:24-1017	-	26.9204	18.8823	27.555	OK	3.454575163
CUFF.17359	-	-	CUFF.17359	-	-	ENSCAFT00000009711	5-1002	ENSCAFT00000009711:5-1002	-	26.9221	18.9159	27.5538	OK	3.454793317
CUFF.20603	-	-	CUFF.20603	-	-	ENSCAFT00000011437	3-777	ENSCAFT00000011437:3-777	-	26.936	17.1828	25.9151	OK	3.456577042
CUFF.17169	-	-	CUFF.17169	-	-	ENSCAFT00000045210	14-1694	ENSCAFT00000045210:14-1694	-	26.946	21.6727	28.2913	OK	3.457860298
CUFF.18548	-	-	CUFF.18548	-	-	ENSCAFT00000012677	4-895	ENSCAFT00000012677:4-895	-	26.9503	18.2299	26.9166	OK	3.458412097
CUFF.17653	-	-	CUFF.17653	-	-	ENSCAFT00000024107	22-4061	ENSCAFT00000024107:22-4061	-	26.9714	24.2639	28.6903	OK	3.461119767
CUFF.7767	-	-	CUFF.7767	-	-	ENSCAFT00000006956	11-1386	ENSCAFT00000006956:11-1386	-	26.9823	20.7718	28.0657	OK	3.462518515
CUFF.3112	-	-	CUFF.3112	-	-	ENSCAFT00000001605	46-516	ENSCAFT00000001605:46-516	-	26.9833	12.2929	22.4983	OK	3.462646841
CUFF.12653	-	-	CUFF.12653	-	-	ENSCAFT00000002366	0-2502	ENSCAFT00000002366:0-2502	-	26.9847	23.0921	28.7562	OK	3.462826496
CUFF.18118	-	-	CUFF.18118	-	-	ENSCAFT00000026918	27-1563	ENSCAFT00000026918:27-1563	-	26.9946	21.2915	27.6789	OK	3.464096919
CUFF.19662	-	-	CUFF.19662	-	-	ENSCAFT00000035775	40-1156	ENSCAFT00000035775:40-1156	-	26.9951	19.6339	28.5229	OK	3.464161082
CUFF.10415	-	-	CUFF.10415	-	-	ENSCAFT00000031526	332-589	ENSCAFT00000031526:332-589	-	26.9976	4.24172	13.1493	OK	3.464481896
CUFF.12525	-	-	CUFF.12525	-	-	ENSCAFT00000011677	38-295	ENSCAFT00000011677:38-295	-	26.9976	4.24172	13.1493	OK	3.464481896
CUFF.13975	-	-	CUFF.13975	-	-	ENSCAFT00000011591	3-860	ENSCAFT00000011591:3-860	-	27.0179	17.9355	26.2037	OK	3.467086905
CUFF.2942	-	-	CUFF.2942	-	-	ENSCAFT00000014971	4-1095	ENSCAFT00000014971:4-1095	-	27.0185	19.5842	28.0774	OK	3.4671639
CUFF.10760	-	-	CUFF.10760	-	-	ENSCAFT00000022164	2-1706	ENSCAFT00000022164:2-1706	-	27.0235	21.8153	27.8928	OK	3.467805528
CUFF.11916	-	-	CUFF.11916	-	-	ENSCAFT00000048862	3-525	ENSCAFT00000048862:3-525	-	27.0273	13.5743	24.225	OK	3.468293165
CUFF.1884	-	-	CUFF.1884	-	-	ENSCAFT00000030493	9-902	ENSCAFT00000030493:9-902	-	27.0302	18.3111	26.9784	OK	3.468665309
CUFF.20206	-	-	CUFF.20206	-	-	ENSCAFT00000014724	17-2136	ENSCAFT00000014724:17-2136	-	27.0306	22.5844	28.655	OK	3.468716639
CUFF.9426	-	-	CUFF.9426	-	-	ENSCAFT00000019427	Feb-59	ENSCAFT00000019427:2-2859	-	27.0308	23.5042	28.8461	OK	3.468742304
CUFF.3199	-	-	CUFF.3199	-	-	ENSCAFT00000050113	1-531	ENSCAFT00000050113:1-531	-	27.0328	13.7808	24.065	OK	3.468998955
CUFF.21063	-	-	CUFF.21063	-	-	ENSCAFT00000015927	0-1397	ENSCAFT00000015927:0-1397	-	27.033	20.9129	27.8578	OK	3.46902462
CUFF.9934	-	-	CUFF.9934	-	-	ENSCAFT00000038015	526-754	ENSCAFT00000038015:526-754	-	27.0515	2.86875	10.9969	OK	3.471398643
CUFF.18187	-	-	CUFF.18187	-	-	ENSCAFT00000050033	596-824	ENSCAFT00000050033:596-824	-	27.0515	2.86875	10.9969	OK	3.471398643
CUFF.19761	-	-	CUFF.19761	-	-	ENSCAFT00000029969	6589-6866	ENSCAFT00000029969:6589-6866	-	27.0629	5.1161	14.1677	OK	3.472861554
CUFF.21064	-	-	CUFF.21064	-	-	ENSCAFT00000008371	1-1332	ENSCAFT00000008371:1-1332	-	27.0684	20.7214	27.8469	OK	3.473567345
CUFF.277	-	-	CUFF.277	-	-	ENSCAFT00000035676	0-908	ENSCAFT00000035676:0-908	-	27.0736	18.3688	27.4932	OK	3.474234638
CUFF.8715	-	-	CUFF.8715	-	-	ENSCAFT00000047359	0-1564	ENSCAFT00000047359:0-1564	-	27.08	21.4679	27.8804	OK	3.475055921
CUFF.4800	-	-	CUFF.4800	-	-	ENSCAFT00000007999	2-1582	ENSCAFT00000007999:2-1582	-	27.082	21.5265	27.943	OK	3.475312572
CUFF.10010	-	-	CUFF.10010	-	-	ENSCAFT00000025576	62-1360	ENSCAFT00000025576:62-1360	-	27.0878	20.5763	28.8068	OK	3.476056861
CUFF.7084	-	-	CUFF.7084	-	-	ENSCAFT00000002419	461-1779	ENSCAFT00000002419:461-1779	-	27.0907	20.6776	27.7907	OK	3.476429005
CUFF.16890	-	-	CUFF.16890	-	-	ENSCAFT00000007174	2-833	ENSCAFT00000007174:2-833	-	27.095	17.8408	25.7117	OK	3.476980805
CUFF.21551	-	-	CUFF.21551	-	-	ENSCAFT00000032348	1049-1321	ENSCAFT00000032348:1049-1321	-	27.0956	4.80937	14.8289	OK	3.4770578
CUFF.20343	-	-	CUFF.20343	-	-	ENSCAFT00000022002	3951-4440	ENSCAFT00000022002:3951-4440	-	27.0966	12.9299	24.0763	OK	3.477186126
CUFF.16249	-	-	CUFF.16249	-	-	ENSCAFT00000002810	18-3822	ENSCAFT00000002810:18-3822	-	27.0969	24.2727	29.7463	OK	3.477224623
CUFF.13654	-	-	CUFF.13654	-	-	ENSCAFT00000014903	1-1202	ENSCAFT00000014903:1-1202	-	27.099	20.2413	27.8658	OK	3.477494107
CUFF.14696	-	-	CUFF.14696	-	-	ENSCAFT00000012411	2-1412	ENSCAFT00000012411:2-1412	-	27.1031	21.0293	27.9876	OK	3.478020242
CUFF.2546	-	-	CUFF.2546	-	-	ENSCAFT00000024905	14-Aug	ENSCAFT00000024905:8-3714	-	27.108	24.2086	29.6504	OK	3.478649037
CUFF.7334	-	-	CUFF.7334	-	-	ENSCAFT00000014280	Aug-35	ENSCAFT00000014280:8-2435	-	27.1104	23.0871	28.7466	OK	3.478957018
CUFF.17969	-	-	CUFF.17969	-	-	ENSCAFT00000047390	11-729	ENSCAFT00000047390:11-729	-	27.1133	16.7011	26.2662	OK	3.479329162
CUFF.3559	-	-	CUFF.3559	-	-	ENSCAFT00000024170	1237-1477	ENSCAFT00000024170:1237-1477	-	27.1141	3.63374	13.1723	OK	3.479431823
CUFF.21245	-	-	CUFF.21245	-	-	ENSCAFT00000020253	0-1530	ENSCAFT00000020253:0-1530	-	27.1167	21.375	27.7875	OK	3.479765469
CUFF.9792	-	-	CUFF.9792	-	-	ENSCAFT00000026776	0-943	ENSCAFT00000026776:0-943	-	27.119	18.7275	27.7444	OK	3.480060618
CUFF.8768	-	-	CUFF.8768	-	-	ENSCAFT00000039620	30-579	ENSCAFT00000039620:30-579	-	27.1238	14.0981	24.225	OK	3.480676581
CUFF.5075	-	-	CUFF.5075	-	-	ENSCAFT00000047922	8-351	ENSCAFT00000047922:8-351	-	27.1271	7.9455	18.1158	OK	3.481100055
CUFF.18251	-	-	CUFF.18251	-	-	ENSCAFT00000022618	8-Jun	ENSCAFT00000022618:6-1908	-	27.1466	22.3527	28.428	OK	3.483602403
CUFF.21092	-	-	CUFF.21092	-	-	ENSCAFT00000019196	Jan-35	ENSCAFT00000019196:1-2035	-	27.1542	22.5635	28.5662	OK	3.484577677
CUFF.7802	-	-	CUFF.7802	-	-	ENSCAFT00000013349	1-1232	ENSCAFT00000013349:1-1232	-	27.1566	20.3679	28.2493	OK	3.484885659
CUFF.5217	-	-	CUFF.5217	-	-	ENSCAFT00000009867	0-1263	ENSCAFT00000009867:0-1263	-	27.1595	20.5423	28.483	OK	3.485257803
CUFF.19195	-	-	CUFF.19195	-	-	ENSCAFT00000011111	6-1533	ENSCAFT00000011111:6-1533	-	27.1781	21.417	27.842	OK	3.487644658
CUFF.140	-	-	CUFF.140	-	-	ENSCAFT00000048297	1-352	ENSCAFT00000048297:1-352	-	27.1802	8.38556	19.2557	OK	3.487914142
CUFF.7069	-	-	CUFF.7069	-	-	ENSCAFT00000049821	408-759	ENSCAFT00000049821:408-759	-	27.1802	8.38556	19.2557	OK	3.487914142
CUFF.5663	-	-	CUFF.5663	-	-	ENSCAFT00000002784	5-826	ENSCAFT00000002784:5-826	-	27.1807	17.7925	26.1576	OK	3.487978304
CUFF.4667	-	-	CUFF.4667	-	-	ENSCAFT00000018700	Feb-70	ENSCAFT00000018700:2-2070	-	27.1853	22.667	28.6764	OK	3.488568602
CUFF.17837	-	-	CUFF.17837	-	-	ENSCAFT00000048192	3-1269	ENSCAFT00000048192:3-1269	-	27.1854	20.5797	28.5016	OK	3.488581434
CUFF.17332	-	-	CUFF.17332	-	-	ENSCAFT00000023057	10-365	ENSCAFT00000023057:10-365	-	27.2011	8.59815	19.3458	OK	3.490596146
CUFF.7052	-	-	CUFF.7052	-	-	ENSCAFT00000015343	0-3419	ENSCAFT00000015343:0-3419	-	27.2222	24.1364	29.4292	OK	3.493303815
CUFF.1271	-	-	CUFF.1271	-	-	ENSCAFT00000019531	18-Apr	ENSCAFT00000019531:4-3018	-	27.2275	23.8351	29.3328	OK	3.49398394
CUFF.20038	-	-	CUFF.20038	-	-	ENSCAFT00000014578	0-3086	ENSCAFT00000014578:0-3086	-	27.2281	23.9149	29.4609	OK	3.494060935
CUFF.20424	-	-	CUFF.20424	-	-	ENSCAFT00000007343	10-1042	ENSCAFT00000007343:10-1042	-	27.232	19.3307	27.3587	OK	3.494561405
CUFF.12199	-	-	CUFF.12199	-	-	ENSCAFT00000002695	0-1444	ENSCAFT00000002695:0-1444	-	27.239	21.2136	27.4796	OK	3.495459684
CUFF.19451	-	-	CUFF.19451	-	-	ENSCAFT00000021460	0-1992	ENSCAFT00000021460:0-1992	-	27.2433	22.5467	28.5118	OK	3.496011484
CUFF.6133	-	-	CUFF.6133	-	-	ENSCAFT00000024059	1-222	ENSCAFT00000024059:1-222	-	27.2443	2.46634	11.8384	OK	3.496139809
CUFF.11825	-	-	CUFF.11825	-	-	ENSCAFT00000043559	386-607	ENSCAFT00000043559:386-607	-	27.2443	2.46634	11.8384	OK	3.496139809
CUFF.13157	-	-	CUFF.13157	-	-	ENSCAFT00000025570	1-1760	ENSCAFT00000025570:1-1760	-	27.2594	22.1247	28.0742	OK	3.498077525
CUFF.5250	-	-	CUFF.5250	-	-	ENSCAFT00000022316	2-1409	ENSCAFT00000022316:2-1409	-	27.2612	21.1516	28.2022	OK	3.498308511
CUFF.8893	-	-	CUFF.8893	-	-	ENSCAFT00000020583	6-1093	ENSCAFT00000020583:6-1093	-	27.2642	19.7566	28.3813	OK	3.498693488
CUFF.905	-	-	CUFF.905	-	-	ENSCAFT00000031541	1199-1480	ENSCAFT00000031541:1199-1480	-	27.2803	5.43122	14.7419	OK	3.500759529
CUFF.16087	-	-	CUFF.16087	-	-	ENSCAFT00000044292	6-287	ENSCAFT00000044292:6-287	-	27.2803	5.43122	14.7419	OK	3.500759529
CUFF.15197	-	-	CUFF.15197	-	-	ENSCAFT00000044164	4-407	ENSCAFT00000044164:4-407	-	27.294	10.5496	20.2877	OK	3.502517589
CUFF.15897	-	-	CUFF.15897	-	-	ENSCAFT00000048567	140-579	ENSCAFT00000048567:140-579	-	27.2947	11.671	22.1004	OK	3.502607417
CUFF.11917	-	-	CUFF.11917	-	-	ENSCAFT00000027341	32-1093	ENSCAFT00000027341:32-1093	-	27.3281	19.6243	27.9466	OK	3.506893491
CUFF.6323	-	-	CUFF.6323	-	-	ENSCAFT00000036880	7-Jul	ENSCAFT00000036880:7-2607	-	27.3368	23.5215	29.014	OK	3.508009923
CUFF.11092	-	-	CUFF.11092	-	-	ENSCAFT00000003004	0-550	ENSCAFT00000003004:0-550	-	27.36	14.2707	24.5773	OK	3.510987076
CUFF.14079	-	-	CUFF.14079	-	-	ENSCAFT00000021053	Apr-81	ENSCAFT00000021053:4-2781	-	27.3628	23.7495	29.1275	OK	3.511346387
CUFF.16882	-	-	CUFF.16882	-	-	ENSCAFT00000007160	0-1004	ENSCAFT00000007160:0-1004	-	27.3675	19.3269	28.3389	OK	3.511949517
CUFF.11894	-	-	CUFF.11894	-	-	ENSCAFT00000029061	0-697	ENSCAFT00000029061:0-697	-	27.3834	16.5786	25.8064	OK	3.513989894
CUFF.1444	-	-	CUFF.1444	-	-	ENSCAFT00000048792	259-530	ENSCAFT00000048792:259-530	-	27.3873	4.82711	14.8836	OK	3.514490363
CUFF.12510	-	-	CUFF.12510	-	-	ENSCAFT00000014466	0-669	ENSCAFT00000014466:0-669	-	27.3912	16.2948	24.7681	OK	3.514990833
CUFF.16401	-	-	CUFF.16401	-	-	ENSCAFT00000007105	0-1950	ENSCAFT00000007105:0-1950	-	27.3991	22.641	28.8463	OK	3.516004605
CUFF.9980	-	-	CUFF.9980	-	-	ENSCAFT00000024337	6-818	ENSCAFT00000024337:6-818	-	27.4035	17.8555	27.2531	OK	3.516569237
CUFF.13567	-	-	CUFF.13567	-	-	ENSCAFT00000005139	142-1196	ENSCAFT00000005139:142-1196	-	27.4248	19.6512	28.0288	OK	3.519302571
CUFF.1088	-	-	CUFF.1088	-	-	ENSCAFT00000002735	131-358	ENSCAFT00000002735:131-358	-	27.4422	2.88138	11.0453	OK	3.521535436
CUFF.2658	-	-	CUFF.2658	-	-	ENSCAFT00000043698	14-241	ENSCAFT00000043698:14-241	-	27.4422	2.88138	11.0453	OK	3.521535436
CUFF.7007	-	-	CUFF.7007	-	-	ENSCAFT00000012180	2385-2612	ENSCAFT00000012180:2385-2612	-	27.4422	2.88138	11.0453	OK	3.521535436
CUFF.11789	-	-	CUFF.11789	-	-	ENSCAFT00000031220	47-274	ENSCAFT00000031220:47-274	-	27.4422	2.88138	11.0453	OK	3.521535436
CUFF.20200	-	-	CUFF.20200	-	-	ENSCAFT00000049167	52-279	ENSCAFT00000049167:52-279	-	27.4422	2.88138	11.0453	OK	3.521535436
CUFF.20309	-	-	CUFF.20309	-	-	ENSCAFT00000011580	198-1021	ENSCAFT00000011580:198-1021	-	27.4449	18.0142	25.9616	OK	3.521881915
CUFF.5917	-	-	CUFF.5917	-	-	ENSCAFT00000008754	2-1071	ENSCAFT00000008754:2-1071	-	27.4533	19.7833	28.3493	OK	3.52295985
CUFF.19325	-	-	CUFF.19325	-	-	ENSCAFT00000012167	1808-2448	ENSCAFT00000012167:1808-2448	-	27.4628	15.8409	25.3794	OK	3.524178942
CUFF.5517	-	-	CUFF.5517	-	-	ENSCAFT00000003895	Feb-50	ENSCAFT00000003895:2-2650	-	27.4689	23.7126	29.0233	OK	3.524961728
CUFF.4846	-	-	CUFF.4846	-	-	ENSCAFT00000014426	5-1486	ENSCAFT00000014426:5-1486	-	27.4741	21.5669	27.8971	OK	3.525629021
CUFF.7365	-	-	CUFF.7365	-	-	ENSCAFT00000006015	2-939	ENSCAFT00000006015:2-939	-	27.4893	18.9637	28.1547	OK	3.527579569
CUFF.20617	-	-	CUFF.20617	-	-	ENSCAFT00000009576	35-734	ENSCAFT00000009576:35-734	-	27.4928	16.6872	26.0444	OK	3.528028709
CUFF.9689	-	-	CUFF.9689	-	-	ENSCAFT00000009137	1-1128	ENSCAFT00000009137:1-1128	-	27.4998	20.1194	28.9216	OK	3.528926988
CUFF.18513	-	-	CUFF.18513	-	-	ENSCAFT00000048188	8-572	ENSCAFT00000048188:8-572	-	27.507	14.6896	24.5471	OK	3.529850932
CUFF.13284	-	-	CUFF.13284	-	-	ENSCAFT00000000283	22-255	ENSCAFT00000000283:22-255	-	27.5086	2.80718	12.6323	OK	3.530056253
CUFF.11233	-	-	CUFF.11233	-	-	ENSCAFT00000028421	35-591	ENSCAFT00000028421:35-591	-	27.5128	14.5088	23.92	OK	3.53059522
CUFF.21032	-	-	CUFF.21032	-	-	ENSCAFT00000026458	Feb-76	ENSCAFT00000026458:2-6876	-	27.5201	25.6434	29.0213	OK	3.531531996
CUFF.21676	-	-	CUFF.21676	-	-	ENSCAFT00000029049	35-3822	ENSCAFT00000029049:35-3822	-	27.5296	24.6408	30.254	OK	3.532751089
CUFF.18787	-	-	CUFF.18787	-	-	ENSCAFT00000010287	4-1423	ENSCAFT00000010287:4-1423	-	27.5302	21.3569	28.5783	OK	3.532828084
CUFF.17719	-	-	CUFF.17719	-	-	ENSCAFT00000013183	Jun-43	ENSCAFT00000013183:6-2343	-	27.5387	23.3698	29.014	OK	3.533918852
CUFF.17468	-	-	CUFF.17468	-	-	ENSCAFT00000049784	47-840	ENSCAFT00000049784:47-840	-	27.5471	17.7334	26.8063	OK	3.534996786
CUFF.16512	-	-	CUFF.16512	-	-	ENSCAFT00000028446	1-1142	ENSCAFT00000028446:1-1142	-	27.5542	20.2547	29.2356	OK	3.535907898
CUFF.7611	-	-	CUFF.7611	-	-	ENSCAFT00000015387	2-1736	ENSCAFT00000015387:2-1736	-	27.5622	22.318	28.2904	OK	3.536934502
CUFF.5575	-	-	CUFF.5575	-	-	ENSCAFT00000017298	29-May	ENSCAFT00000017298:5-5929	-	27.574	25.4865	29.2405	OK	3.538448744
CUFF.14708	-	-	CUFF.14708	-	-	ENSCAFT00000006231	5-659	ENSCAFT00000006231:5-659	-	27.5772	16.1685	25.6696	OK	3.538859385
CUFF.2591	-	-	CUFF.2591	-	-	ENSCAFT00000025793	2-565	ENSCAFT00000025793:2-565	-	27.5835	14.7157	24.5907	OK	3.539667836
CUFF.16841	-	-	CUFF.16841	-	-	ENSCAFT00000049039	0-1187	ENSCAFT00000049039:0-1187	-	27.5955	20.48	28.2863	OK	3.541207743
CUFF.8822	-	-	CUFF.8822	-	-	ENSCAFT00000015606	13-880	ENSCAFT00000015606:13-880	-	27.5964	18.4831	27.2845	OK	3.541323236
CUFF.10817	-	-	CUFF.10817	-	-	ENSCAFT00000005287	3-471	ENSCAFT00000005287:3-471	-	27.5991	12.5783	23.2932	OK	3.541669715
CUFF.9615	-	-	CUFF.9615	-	-	ENSCAFT00000013785	2-782	ENSCAFT00000013785:2-782	-	27.6009	17.7494	26.5543	OK	3.541900701
CUFF.8445	-	-	CUFF.8445	-	-	ENSCAFT00000013472	0-2419	ENSCAFT00000013472:0-2419	-	27.6019	23.5239	29.2923	OK	3.542029026
CUFF.18885	-	-	CUFF.18885	-	-	ENSCAFT00000036237	14-948	ENSCAFT00000036237:14-948	-	27.6022	19.0246	28.2452	OK	3.542067524
CUFF.11087	-	-	CUFF.11087	-	-	ENSCAFT00000017927	36-1515	ENSCAFT00000017927:36-1515	-	27.6026	21.6698	28.0823	OK	3.542118854
CUFF.1870	-	-	CUFF.1870	-	-	ENSCAFT00000039320	104-860	ENSCAFT00000039320:104-860	-	27.616	17.4477	26.2437	OK	3.543838417
CUFF.18375	-	-	CUFF.18375	-	-	ENSCAFT00000031975	42-1449	ENSCAFT00000031975:42-1449	-	27.6235	21.4616	28.6671	OK	3.544800858
CUFF.16840	-	-	CUFF.16840	-	-	ENSCAFT00000007175	14-1192	ENSCAFT00000007175:14-1192	-	27.6267	20.4514	28.2248	OK	3.5452115
CUFF.18014	-	-	CUFF.18014	-	-	ENSCAFT00000007438	7-601	ENSCAFT00000007438:7-601	-	27.627	15.2324	25.3261	OK	3.545249998
CUFF.5079	-	-	CUFF.5079	-	-	ENSCAFT00000013198	2-1543	ENSCAFT00000013198:2-1543	-	27.6272	21.8591	28.438	OK	3.545275663
CUFF.9606	-	-	CUFF.9606	-	-	ENSCAFT00000026857	193-1272	ENSCAFT00000026857:193-1272	-	27.6378	20.0041	28.6928	OK	3.546635914
CUFF.13439	-	-	CUFF.13439	-	-	ENSCAFT00000004526	2-513	ENSCAFT00000004526:2-513	-	27.6393	13.6532	24.5331	OK	3.546828402
CUFF.2630	-	-	CUFF.2630	-	-	ENSCAFT00000049268	345-600	ENSCAFT00000049268:345-600	-	27.6455	4.27499	13.2525	OK	3.54762402
CUFF.2285	-	-	CUFF.2285	-	-	ENSCAFT00000010422	26-246	ENSCAFT00000010422:26-246	-	27.6569	2.47755	11.8923	OK	3.549086932
CUFF.16791	-	-	CUFF.16791	-	-	ENSCAFT00000021678	Sep-68	ENSCAFT00000021678:9-3468	-	27.6579	24.5821	29.9713	OK	3.549215257
CUFF.4625	-	-	CUFF.4625	-	-	ENSCAFT00000008526	33-1919	ENSCAFT00000008526:33-1919	-	27.6638	22.7157	28.9582	OK	3.549972378
CUFF.11730	-	-	CUFF.11730	-	-	ENSCAFT00000017948	3-561	ENSCAFT00000017948:3-561	-	27.665	14.6522	24.4203	OK	3.550126369
CUFF.13485	-	-	CUFF.13485	-	-	ENSCAFT00000010676	0-1460	ENSCAFT00000010676:0-1460	-	27.673	21.6531	28.0744	OK	3.551152973
CUFF.16333	-	-	CUFF.16333	-	-	ENSCAFT00000013702	Apr-76	ENSCAFT00000013702:4-2476	-	27.6779	23.6811	29.5021	OK	3.551781768
CUFF.5003	-	-	CUFF.5003	-	-	ENSCAFT00000002915	2428-2698	ENSCAFT00000002915:2428-2698	-	27.6841	4.84499	14.9387	OK	3.552577387
CUFF.8782	-	-	CUFF.8782	-	-	ENSCAFT00000025232	1591-1861	ENSCAFT00000025232:1591-1861	-	27.6841	4.84499	14.9387	OK	3.552577387
CUFF.18253	-	-	CUFF.18253	-	-	ENSCAFT00000021449	4-1235	ENSCAFT00000021449:4-1235	-	27.687	20.8106	28.7807	OK	3.552949531
CUFF.15127	-	-	CUFF.15127	-	-	ENSCAFT00000011042	21-1496	ENSCAFT00000011042:21-1496	-	27.6894	21.7286	28.1584	OK	3.553257512
CUFF.13407	-	-	CUFF.13407	-	-	ENSCAFT00000000701	0-1607	ENSCAFT00000000701:0-1607	-	27.7261	22.1145	28.8981	OK	3.55796706
CUFF.14042	-	-	CUFF.14042	-	-	ENSCAFT00000018661	0-797	ENSCAFT00000018661:0-797	-	27.7287	17.918	27.2189	OK	3.558300706
CUFF.7399	-	-	CUFF.7399	-	-	ENSCAFT00000016831	3-1142	ENSCAFT00000016831:3-1142	-	27.7296	20.386	29.4783	OK	3.558416199
CUFF.19395	-	-	CUFF.19395	-	-	ENSCAFT00000014979	0-738	ENSCAFT00000014979:0-738	-	27.7302	17.2824	28.5086	OK	3.558493195
CUFF.4658	-	-	CUFF.4658	-	-	ENSCAFT00000043988	15-466	ENSCAFT00000043988:15-466	-	27.7329	12.0856	22.721	OK	3.558839674
CUFF.4553	-	-	CUFF.4553	-	-	ENSCAFT00000000083	3-1248	ENSCAFT00000000083:3-1248	-	27.7335	20.9269	28.9824	OK	3.558916669
CUFF.410	-	-	CUFF.410	-	-	ENSCAFT00000047211	13-393	ENSCAFT00000047211:13-393	-	27.7364	9.75373	20.0812	OK	3.559288813
CUFF.17770	-	-	CUFF.17770	-	-	ENSCAFT00000023167	4-1233	ENSCAFT00000023167:4-1233	-	27.7409	20.8445	28.8275	OK	3.559866278
